verse_id,volume_title,verse_title,word_count
71,Old Testament,Genesis 3:15,28
72,Old Testament,Genesis 3:16,35
73,Old Testament,Genesis 3:17,53
74,Old Testament,Genesis 3:18,19
75,Old Testament,Genesis 3:19,33
76,Old Testament,Genesis 3:20,15
77,Old Testament,Genesis 3:21,18
78,Old Testament,Genesis 3:22,41
79,Old Testament,Genesis 3:23,21
80,Old Testament,Genesis 3:24,35
81,Old Testament,Genesis 4:1,22
82,Old Testament,Genesis 4:2,22
83,Old Testament,Genesis 4:3,23
84,Old Testament,Genesis 4:4,27
85,Old Testament,Genesis 4:5,20
86,Old Testament,Genesis 4:6,16
87,Old Testament,Genesis 4:7,33
88,Old Testament,Genesis 4:8,29
89,Old Testament,Genesis 4:9,22
90,Old Testament,Genesis 4:10,19
91,Old Testament,Genesis 4:11,21
92,Old Testament,Genesis 4:12,25
93,Old Testament,Genesis 4:13,14
94,Old Testament,Genesis 4:14,49
95,Old Testament,Genesis 4:15,32
96,Old Testament,Genesis 4:16,22
97,Old Testament,Genesis 4:17,30
98,Old Testament,Genesis 4:18,18
99,Old Testament,Genesis 4:19,21
100,Old Testament,Genesis 4:20,20
101,Old Testament,Genesis 4:21,19
102,Old Testament,Genesis 4:22,22
103,Old Testament,Genesis 4:23,36
104,Old Testament,Genesis 4:24,11
105,Old Testament,Genesis 4:25,31
106,Old Testament,Genesis 4:26,28
107,Old Testament,Genesis 5:1,24
108,Old Testament,Genesis 5:2,21
109,Old Testament,Genesis 5:3,24
110,Old Testament,Genesis 5:4,20
111,Old Testament,Genesis 5:5,16
112,Old Testament,Genesis 5:6,11
113,Old Testament,Genesis 5:7,17
114,Old Testament,Genesis 5:8,15
115,Old Testament,Genesis 5:9,8
116,Old Testament,Genesis 5:10,17
117,Old Testament,Genesis 5:11,15
118,Old Testament,Genesis 5:12,8
119,Old Testament,Genesis 5:13,17
120,Old Testament,Genesis 5:14,15
121,Old Testament,Genesis 5:15,10
122,Old Testament,Genesis 5:16,17
123,Old Testament,Genesis 5:17,17
124,Old Testament,Genesis 5:18,13
125,Old Testament,Genesis 5:19,15
126,Old Testament,Genesis 5:20,16
127,Old Testament,Genesis 5:21,10
128,Old Testament,Genesis 5:22,17
129,Old Testament,Genesis 5:23,13
130,Old Testament,Genesis 5:24,13
131,Old Testament,Genesis 5:25,12
132,Old Testament,Genesis 5:26,18
133,Old Testament,Genesis 5:27,16
134,Old Testament,Genesis 5:28,13
135,Old Testament,Genesis 5:29,29
136,Old Testament,Genesis 5:30,18
137,Old Testament,Genesis 5:31,16
138,Old Testament,Genesis 5:32,14
139,Old Testament,Genesis 6:1,22
140,Old Testament,Genesis 6:2,24
141,Old Testament,Genesis 6:3,28
142,Old Testament,Genesis 6:4,43
143,Old Testament,Genesis 6:5,27
144,Old Testament,Genesis 6:6,20
145,Old Testament,Genesis 6:7,41
146,Old Testament,Genesis 6:8,10
147,Old Testament,Genesis 6:9,21
148,Old Testament,Genesis 6:10,9
149,Old Testament,Genesis 6:11,14
150,Old Testament,Genesis 6:12,21
151,Old Testament,Genesis 6:13,32
152,Old Testament,Genesis 6:14,23
153,Old Testament,Genesis 6:15,34
154,Old Testament,Genesis 6:16,40
155,Old Testament,Genesis 6:17,37
156,Old Testament,Genesis 6:18,28
157,Old Testament,Genesis 6:19,30
158,Old Testament,Genesis 6:20,33
159,Old Testament,Genesis 6:21,29
160,Old Testament,Genesis 6:22,13
161,Old Testament,Genesis 7:1,26
162,Old Testament,Genesis 7:2,30
163,Old Testament,Genesis 7:3,24
164,Old Testament,Genesis 7:4,37
165,Old Testament,Genesis 7:5,11
166,Old Testament,Genesis 7:6,16
167,Old Testament,Genesis 7:7,26
168,Old Testament,Genesis 7:8,22
169,Old Testament,Genesis 7:9,21
170,Old Testament,Genesis 7:10,18
171,Old Testament,Genesis 7:11,38
172,Old Testament,Genesis 7:12,12
173,Old Testament,Genesis 7:13,31
174,Old Testament,Genesis 7:14,37
175,Old Testament,Genesis 7:15,21
176,Old Testament,Genesis 7:16,24
177,Old Testament,Genesis 7:17,26
178,Old Testament,Genesis 7:18,21
179,Old Testament,Genesis 7:19,21
180,Old Testament,Genesis 7:20,12
181,Old Testament,Genesis 7:21,31
182,Old Testament,Genesis 7:22,18
183,Old Testament,Genesis 7:23,49
184,Old Testament,Genesis 7:24,12
185,Old Testament,Genesis 8:1,33
186,Old Testament,Genesis 8:2,20
187,Old Testament,Genesis 8:3,23
188,Old Testament,Genesis 8:4,20
189,Old Testament,Genesis 8:5,27
190,Old Testament,Genesis 8:6,23
191,Old Testament,Genesis 8:7,22
192,Old Testament,Genesis 8:8,22
193,Old Testament,Genesis 8:9,49
194,Old Testament,Genesis 8:10,18
195,Old Testament,Genesis 8:11,33
196,Old Testament,Genesis 8:12,20
197,Old Testament,Genesis 8:13,50
198,Old Testament,Genesis 8:14,18
199,Old Testament,Genesis 8:15,6
200,Old Testament,Genesis 8:16,18
201,Old Testament,Genesis 8:17,46
202,Old Testament,Genesis 8:18,16
203,Old Testament,Genesis 8:19,23
204,Old Testament,Genesis 8:20,26
205,Old Testament,Genesis 8:21,51
206,Old Testament,Genesis 8:22,22
207,Old Testament,Genesis 9:1,19
208,Old Testament,Genesis 9:2,46
209,Old Testament,Genesis 9:3,21
210,Old Testament,Genesis 9:4,15
211,Old Testament,Genesis 9:5,40
212,Old Testament,Genesis 9:6,20
213,Old Testament,Genesis 9:7,16
214,Old Testament,Genesis 9:8,12
215,Old Testament,Genesis 9:9,15
216,Old Testament,Genesis 9:10,38
217,Old Testament,Genesis 9:11,35
218,Old Testament,Genesis 9:12,28
219,Old Testament,Genesis 9:13,23
220,Old Testament,Genesis 9:14,23
221,Old Testament,Genesis 9:15,32
222,Old Testament,Genesis 9:16,35
223,Old Testament,Genesis 9:17,26
224,Old Testament,Genesis 9:18,24
225,Old Testament,Genesis 9:19,15
226,Old Testament,Genesis 9:20,12
227,Old Testament,Genesis 9:21,16
228,Old Testament,Genesis 9:22,18
229,Old Testament,Genesis 9:23,36
230,Old Testament,Genesis 9:24,16
231,Old Testament,Genesis 9:25,16
232,Old Testament,Genesis 9:26,16
233,Old Testament,Genesis 9:27,19
234,Old Testament,Genesis 9:28,11
235,Old Testament,Genesis 9:29,15
236,Old Testament,Genesis 10:1,23
237,Old Testament,Genesis 10:2,17
238,Old Testament,Genesis 10:3,10
239,Old Testament,Genesis 10:4,11
240,Old Testament,Genesis 10:5,23
241,Old Testament,Genesis 10:6,12
242,Old Testament,Genesis 10:7,22
243,Old Testament,Genesis 10:8,14
244,Old Testament,Genesis 10:9,21
245,Old Testament,Genesis 10:10,19
246,Old Testament,Genesis 10:11,16
247,Old Testament,Genesis 10:12,12
248,Old Testament,Genesis 10:13,10
249,Old Testament,Genesis 10:14,11
250,Old Testament,Genesis 10:15,8
251,Old Testament,Genesis 10:16,9
252,Old Testament,Genesis 10:17,9
253,Old Testament,Genesis 10:18,19
254,Old Testament,Genesis 10:19,30
255,Old Testament,Genesis 10:20,19
256,Old Testament,Genesis 10:21,23
257,Old Testament,Genesis 10:22,13
258,Old Testament,Genesis 10:23,12
259,Old Testament,Genesis 10:24,8
260,Old Testament,Genesis 10:25,27
261,Old Testament,Genesis 10:26,10
262,Old Testament,Genesis 10:27,6
263,Old Testament,Genesis 10:28,6
264,Old Testament,Genesis 10:29,13
265,Old Testament,Genesis 10:30,16
266,Old Testament,Genesis 10:31,18
267,Old Testament,Genesis 10:32,28
268,Old Testament,Genesis 11:1,12
269,Old Testament,Genesis 11:2,25
270,Old Testament,Genesis 11:3,28
271,Old Testament,Genesis 11:4,39
272,Old Testament,Genesis 11:5,18
273,Old Testament,Genesis 11:6,35
274,Old Testament,Genesis 11:7,19
275,Old Testament,Genesis 11:8,23
276,Old Testament,Genesis 11:9,36
277,Old Testament,Genesis 11:10,20
278,Old Testament,Genesis 11:11,15
279,Old Testament,Genesis 11:12,10
280,Old Testament,Genesis 11:13,17
281,Old Testament,Genesis 11:14,8
282,Old Testament,Genesis 11:15,17
283,Old Testament,Genesis 11:16,10
284,Old Testament,Genesis 11:17,17
285,Old Testament,Genesis 11:18,8
286,Old Testament,Genesis 11:19,17
287,Old Testament,Genesis 11:20,10
288,Old Testament,Genesis 11:21,17
289,Old Testament,Genesis 11:22,8
290,Old Testament,Genesis 11:23,15
291,Old Testament,Genesis 11:24,10
292,Old Testament,Genesis 11:25,17
293,Old Testament,Genesis 11:26,11
294,Old Testament,Genesis 11:27,17
295,Old Testament,Genesis 11:28,18
296,Old Testament,Genesis 11:29,34
297,Old Testament,Genesis 11:30,8
298,Old Testament,Genesis 11:31,51
299,Old Testament,Genesis 11:32,16
300,Old Testament,Genesis 12:1,30
301,Old Testament,Genesis 12:2,25
302,Old Testament,Genesis 12:3,25
303,Old Testament,Genesis 12:4,29
304,Old Testament,Genesis 12:5,47
305,Old Testament,Genesis 12:6,24
306,Old Testament,Genesis 12:7,29
307,Old Testament,Genesis 12:8,44
308,Old Testament,Genesis 12:9,9
309,Old Testament,Genesis 12:10,25
310,Old Testament,Genesis 12:11,34
311,Old Testament,Genesis 12:12,31
312,Old Testament,Genesis 12:13,26
313,Old Testament,Genesis 12:14,22
314,Old Testament,Genesis 12:15,20
315,Old Testament,Genesis 12:16,26
316,Old Testament,Genesis 12:17,16
317,Old Testament,Genesis 12:18,26
318,Old Testament,Genesis 12:19,28
319,Old Testament,Genesis 12:20,20
320,Old Testament,Genesis 13:1,23
321,Old Testament,Genesis 13:2,12
322,Old Testament,Genesis 13:3,27
323,Old Testament,Genesis 13:4,24
324,Old Testament,Genesis 13:5,13
325,Old Testament,Genesis 13:6,26
326,Old Testament,Genesis 13:7,28
327,Old Testament,Genesis 13:8,28
328,Old Testament,Genesis 13:9,43
329,Old Testament,Genesis 13:10,44
330,Old Testament,Genesis 13:11,22
331,Old Testament,Genesis 13:12,22
332,Old Testament,Genesis 13:13,13
333,Old Testament,Genesis 13:14,33
334,Old Testament,Genesis 13:15,19
335,Old Testament,Genesis 13:16,31
336,Old Testament,Genesis 13:17,23
337,Old Testament,Genesis 13:18,26
338,Old Testament,Genesis 14:1,26
339,Old Testament,Genesis 14:2,32
340,Old Testament,Genesis 14:3,15
341,Old Testament,Genesis 14:4,12
342,Old Testament,Genesis 14:5,32
343,Old Testament,Genesis 14:6,14
344,Old Testament,Genesis 14:7,26
345,Old Testament,Genesis 14:8,43
346,Old Testament,Genesis 14:9,26
347,Old Testament,Genesis 14:10,28
348,Old Testament,Genesis 14:11,18
349,Old Testament,Genesis 14:12,16
350,Old Testament,Genesis 14:13,35
351,Old Testament,Genesis 14:14,29
352,Old Testament,Genesis 14:15,28
353,Old Testament,Genesis 14:16,24
354,Old Testament,Genesis 14:17,36
355,Old Testament,Genesis 14:18,20
356,Old Testament,Genesis 14:19,19
357,Old Testament,Genesis 14:20,22
358,Old Testament,Genesis 14:21,18
359,Old Testament,Genesis 14:22,27
360,Old Testament,Genesis 14:23,32
361,Old Testament,Genesis 14:24,28
362,Old Testament,Genesis 15:1,27
363,Old Testament,Genesis 15:2,25
364,Old Testament,Genesis 15:3,21
365,Old Testament,Genesis 15:4,32
366,Old Testament,Genesis 15:5,33
367,Old Testament,Genesis 15:6,14
368,Old Testament,Genesis 15:7,26
369,Old Testament,Genesis 15:8,14
370,Old Testament,Genesis 15:9,35
371,Old Testament,Genesis 15:10,26
372,Old Testament,Genesis 15:11,13
373,Old Testament,Genesis 15:12,23
374,Old Testament,Genesis 15:13,35
375,Old Testament,Genesis 15:14,20
376,Old Testament,Genesis 15:15,18
377,Old Testament,Genesis 15:16,20
378,Old Testament,Genesis 15:17,28
379,Old Testament,Genesis 15:18,32
380,Old Testament,Genesis 15:19,8
381,Old Testament,Genesis 15:20,9
382,Old Testament,Genesis 15:21,12
383,Old Testament,Genesis 16:1,19
384,Old Testament,Genesis 16:2,40
385,Old Testament,Genesis 16:3,32
386,Old Testament,Genesis 16:4,24
387,Old Testament,Genesis 16:5,39
388,Old Testament,Genesis 16:6,31
389,Old Testament,Genesis 16:7,24
390,Old Testament,Genesis 16:8,26
391,Old Testament,Genesis 16:9,19
392,Old Testament,Genesis 16:10,23
393,Old Testament,Genesis 16:11,32
394,Old Testament,Genesis 16:12,31
395,Old Testament,Genesis 16:13,29
396,Old Testament,Genesis 16:14,13
397,Old Testament,Genesis 16:15,16
398,Old Testament,Genesis 16:16,14
399,Old Testament,Genesis 17:1,30
400,Old Testament,Genesis 17:2,15
401,Old Testament,Genesis 17:3,12
402,Old Testament,Genesis 17:4,18
403,Old Testament,Genesis 17:5,25
404,Old Testament,Genesis 17:6,21
405,Old Testament,Genesis 17:7,34
406,Old Testament,Genesis 17:8,34
407,Old Testament,Genesis 17:9,20
408,Old Testament,Genesis 17:10,25
409,Old Testament,Genesis 17:11,22
410,Old Testament,Genesis 17:12,38
411,Old Testament,Genesis 17:13,31
412,Old Testament,Genesis 17:14,27
413,Old Testament,Genesis 17:15,23
414,Old Testament,Genesis 17:16,33
415,Old Testament,Genesis 17:17,35
416,Old Testament,Genesis 17:18,12
417,Old Testament,Genesis 17:19,37
418,Old Testament,Genesis 17:20,36
419,Old Testament,Genesis 17:21,22
420,Old Testament,Genesis 17:22,13
421,Old Testament,Genesis 17:23,47
422,Old Testament,Genesis 17:24,18
423,Old Testament,Genesis 17:25,18
424,Old Testament,Genesis 17:26,11
425,Old Testament,Genesis 17:27,22
426,Old Testament,Genesis 18:1,24
427,Old Testament,Genesis 18:2,35
428,Old Testament,Genesis 18:3,22
429,Old Testament,Genesis 18:4,19
430,Old Testament,Genesis 18:5,36
431,Old Testament,Genesis 18:6,26
432,Old Testament,Genesis 18:7,26
433,Old Testament,Genesis 18:8,30
434,Old Testament,Genesis 18:9,17
435,Old Testament,Genesis 18:10,36
436,Old Testament,Genesis 18:11,23
437,Old Testament,Genesis 18:12,20
438,Old Testament,Genesis 18:13,22
439,Old Testament,Genesis 18:14,29
440,Old Testament,Genesis 18:15,19
441,Old Testament,Genesis 18:16,22
442,Old Testament,Genesis 18:17,14
443,Old Testament,Genesis 18:18,23
444,Old Testament,Genesis 18:19,43
445,Old Testament,Genesis 18:20,20
446,Old Testament,Genesis 18:21,29
447,Old Testament,Genesis 18:22,19
448,Old Testament,Genesis 18:23,15
449,Old Testament,Genesis 18:24,24
450,Old Testament,Genesis 18:25,41
451,Old Testament,Genesis 18:26,24
452,Old Testament,Genesis 18:27,23
453,Old Testament,Genesis 18:28,34
454,Old Testament,Genesis 18:29,27
455,Old Testament,Genesis 18:30,36
456,Old Testament,Genesis 18:31,33
457,Old Testament,Genesis 18:32,35
458,Old Testament,Genesis 18:33,21
459,Old Testament,Genesis 19:1,36
460,Old Testament,Genesis 19:2,48
461,Old Testament,Genesis 19:3,32
462,Old Testament,Genesis 19:4,29
463,Old Testament,Genesis 19:5,30
464,Old Testament,Genesis 19:6,15
465,Old Testament,Genesis 19:7,10
466,Old Testament,Genesis 19:8,48
467,Old Testament,Genesis 19:9,49
468,Old Testament,Genesis 19:10,20
469,Old Testament,Genesis 19:11,28
470,Old Testament,Genesis 19:12,33
471,Old Testament,Genesis 19:13,29
472,Old Testament,Genesis 19:14,43
473,Old Testament,Genesis 19:15,32
474,Old Testament,Genesis 19:16,43
475,Old Testament,Genesis 19:17,38
476,Old Testament,Genesis 19:18,10
477,Old Testament,Genesis 19:19,41
478,Old Testament,Genesis 19:20,31
479,Old Testament,Genesis 19:21,27
480,Old Testament,Genesis 19:22,24
481,Old Testament,Genesis 19:23,12
482,Old Testament,Genesis 19:24,18
483,Old Testament,Genesis 19:25,23
484,Old Testament,Genesis 19:26,15
485,Old Testament,Genesis 19:27,17
486,Old Testament,Genesis 19:28,32
487,Old Testament,Genesis 19:29,37
488,Old Testament,Genesis 19:30,36
489,Old Testament,Genesis 19:31,32
490,Old Testament,Genesis 19:32,22
491,Old Testament,Genesis 19:33,31
492,Old Testament,Genesis 19:34,47
493,Old Testament,Genesis 19:35,30
494,Old Testament,Genesis 19:36,12
495,Old Testament,Genesis 19:37,22
496,Old Testament,Genesis 19:38,26
497,Old Testament,Genesis 20:1,19
498,Old Testament,Genesis 20:2,20
499,Old Testament,Genesis 20:3,34
500,Old Testament,Genesis 20:4,18
501,Old Testament,Genesis 20:5,34
502,Old Testament,Genesis 20:6,38
503,Old Testament,Genesis 20:7,41
504,Old Testament,Genesis 20:8,26
505,Old Testament,Genesis 20:9,45
506,Old Testament,Genesis 20:10,14
507,Old Testament,Genesis 20:11,25
508,Old Testament,Genesis 20:12,26
509,Old Testament,Genesis 20:13,44
510,Old Testament,Genesis 20:14,21
511,Old Testament,Genesis 20:15,14
512,Old Testament,Genesis 20:16,40
513,Old Testament,Genesis 20:17,19
514,Old Testament,Genesis 20:18,20
515,Old Testament,Genesis 21:1,19
516,Old Testament,Genesis 21:2,23
517,Old Testament,Genesis 21:3,19
518,Old Testament,Genesis 21:4,15
519,Old Testament,Genesis 21:5,15
520,Old Testament,Genesis 21:6,18
521,Old Testament,Genesis 21:7,27
522,Old Testament,Genesis 21:8,20
523,Old Testament,Genesis 21:9,16
524,Old Testament,Genesis 21:10,28
525,Old Testament,Genesis 21:11,13
526,Old Testament,Genesis 21:12,42
527,Old Testament,Genesis 21:13,18
528,Old Testament,Genesis 21:14,43
529,Old Testament,Genesis 21:15,18
530,Old Testament,Genesis 21:16,44
531,Old Testament,Genesis 21:17,41
532,Old Testament,Genesis 21:18,19
533,Old Testament,Genesis 21:19,26
534,Old Testament,Genesis 21:20,18
535,Old Testament,Genesis 21:21,21
536,Old Testament,Genesis 21:22,31
537,Old Testament,Genesis 21:23,49
538,Old Testament,Genesis 21:24,6
539,Old Testament,Genesis 21:25,17
540,Old Testament,Genesis 21:26,25
541,Old Testament,Genesis 21:27,18
542,Old Testament,Genesis 21:28,11
543,Old Testament,Genesis 21:29,17
544,Old Testament,Genesis 21:30,28
545,Old Testament,Genesis 21:31,13
546,Old Testament,Genesis 21:32,28
547,Old Testament,Genesis 21:33,19
548,Old Testament,Genesis 21:34,9
549,Old Testament,Genesis 22:1,25
550,Old Testament,Genesis 22:2,41
551,Old Testament,Genesis 22:3,47
552,Old Testament,Genesis 22:4,16
553,Old Testament,Genesis 22:5,28
554,Old Testament,Genesis 22:6,34
555,Old Testament,Genesis 22:7,37
556,Old Testament,Genesis 22:8,22
557,Old Testament,Genesis 22:9,38
558,Old Testament,Genesis 22:10,14
559,Old Testament,Genesis 22:11,22
560,Old Testament,Genesis 22:12,37
561,Old Testament,Genesis 22:13,42
562,Old Testament,Genesis 22:14,26
563,Old Testament,Genesis 22:15,15
564,Old Testament,Genesis 22:16,26
565,Old Testament,Genesis 22:17,41
566,Old Testament,Genesis 22:18,19
567,Old Testament,Genesis 22:19,21
568,Old Testament,Genesis 22:20,25
569,Old Testament,Genesis 22:21,13
570,Old Testament,Genesis 22:22,10
571,Old Testament,Genesis 22:23,13
572,Old Testament,Genesis 22:24,17
573,Old Testament,Genesis 23:1,20
574,Old Testament,Genesis 23:2,26
575,Old Testament,Genesis 23:3,16
576,Old Testament,Genesis 23:4,28
577,Old Testament,Genesis 23:5,10
578,Old Testament,Genesis 23:6,36
579,Old Testament,Genesis 23:7,19
580,Old Testament,Genesis 23:8,33
581,Old Testament,Genesis 23:9,41
582,Old Testament,Genesis 23:10,35
583,Old Testament,Genesis 23:11,36
584,Old Testament,Genesis 23:12,11
585,Old Testament,Genesis 23:13,45
586,Old Testament,Genesis 23:14,7
587,Old Testament,Genesis 23:15,25
588,Old Testament,Genesis 23:16,34
589,Old Testament,Genesis 23:17,41
590,Old Testament,Genesis 23:18,24
591,Old Testament,Genesis 23:19,27
592,Old Testament,Genesis 23:20,25
593,Old Testament,Genesis 24:1,18
594,Old Testament,Genesis 24:2,26
595,Old Testament,Genesis 24:3,39
596,Old Testament,Genesis 24:4,19
597,Old Testament,Genesis 24:5,33
598,Old Testament,Genesis 24:6,15
599,Old Testament,Genesis 24:7,56
600,Old Testament,Genesis 24:8,27
601,Old Testament,Genesis 24:9,20
602,Old Testament,Genesis 24:10,37
603,Old Testament,Genesis 24:11,32
604,Old Testament,Genesis 24:12,26
605,Old Testament,Genesis 24:13,23
606,Old Testament,Genesis 24:14,64
607,Old Testament,Genesis 24:15,35
608,Old Testament,Genesis 24:16,31
609,Old Testament,Genesis 24:17,21
610,Old Testament,Genesis 24:18,21
611,Old Testament,Genesis 24:19,23
612,Old Testament,Genesis 24:20,25
613,Old Testament,Genesis 24:21,21
614,Old Testament,Genesis 24:22,35
615,Old Testament,Genesis 24:23,23
616,Old Testament,Genesis 24:24,20
617,Old Testament,Genesis 24:25,17
618,Old Testament,Genesis 24:26,11
619,Old Testament,Genesis 24:27,41
620,Old Testament,Genesis 24:28,13
621,Old Testament,Genesis 24:29,20
622,Old Testament,Genesis 24:30,49
623,Old Testament,Genesis 24:31,25
624,Old Testament,Genesis 24:32,34
625,Old Testament,Genesis 24:33,27
626,Old Testament,Genesis 24:34,7
627,Old Testament,Genesis 24:35,33
628,Old Testament,Genesis 24:36,25
629,Old Testament,Genesis 24:37,27
630,Old Testament,Genesis 24:38,19
631,Old Testament,Genesis 24:39,13
632,Old Testament,Genesis 24:40,38
633,Old Testament,Genesis 24:41,29
634,Old Testament,Genesis 24:42,27
635,Old Testament,Genesis 24:43,41
636,Old Testament,Genesis 24:44,32
637,Old Testament,Genesis 24:45,40
638,Old Testament,Genesis 24:46,33
639,Old Testament,Genesis 24:47,38
640,Old Testament,Genesis 24:48,36
641,Old Testament,Genesis 24:49,31
642,Old Testament,Genesis 24:50,21
643,Old Testament,Genesis 24:51,22
644,Old Testament,Genesis 24:52,21
645,Old Testament,Genesis 24:53,31
646,Old Testament,Genesis 24:54,34
647,Old Testament,Genesis 24:55,25
648,Old Testament,Genesis 24:56,25
649,Old Testament,Genesis 24:57,13
650,Old Testament,Genesis 24:58,20
651,Old Testament,Genesis 24:59,16
652,Old Testament,Genesis 24:60,32
653,Old Testament,Genesis 24:61,25
654,Old Testament,Genesis 24:62,17
655,Old Testament,Genesis 24:63,26
656,Old Testament,Genesis 24:64,16
657,Old Testament,Genesis 24:65,36
658,Old Testament,Genesis 24:66,11
659,Old Testament,Genesis 24:67,29
660,Old Testament,Genesis 25:1,11
661,Old Testament,Genesis 25:2,15
662,Old Testament,Genesis 25:3,17
663,Old Testament,Genesis 25:4,21
664,Old Testament,Genesis 25:5,9
665,Old Testament,Genesis 25:6,30
666,Old Testament,Genesis 25:7,20
667,Old Testament,Genesis 25:8,26
668,Old Testament,Genesis 25:9,28
669,Old Testament,Genesis 25:10,18
670,Old Testament,Genesis 25:11,23
671,Old Testament,Genesis 25:12,18
672,Old Testament,Genesis 25:13,28
673,Old Testament,Genesis 25:14,6
674,Old Testament,Genesis 25:15,7
675,Old Testament,Genesis 25:16,24
676,Old Testament,Genesis 25:17,31
677,Old Testament,Genesis 25:18,26
678,Old Testament,Genesis 25:19,12
679,Old Testament,Genesis 25:20,26
680,Old Testament,Genesis 25:21,24
681,Old Testament,Genesis 25:22,26
682,Old Testament,Genesis 25:23,41
683,Old Testament,Genesis 25:24,16
684,Old Testament,Genesis 25:25,18
685,Old Testament,Genesis 25:26,31
686,Old Testament,Genesis 25:27,24
687,Old Testament,Genesis 25:28,15
688,Old Testament,Genesis 25:29,14
689,Old Testament,Genesis 25:30,25
690,Old Testament,Genesis 25:31,9
691,Old Testament,Genesis 25:32,20
692,Old Testament,Genesis 25:33,20
693,Old Testament,Genesis 25:34,27
694,Old Testament,Genesis 26:1,30
695,Old Testament,Genesis 26:2,23
696,Old Testament,Genesis 26:3,40
697,Old Testament,Genesis 26:4,35
698,Old Testament,Genesis 26:5,17
699,Old Testament,Genesis 26:6,5
700,Old Testament,Genesis 26:7,47
701,Old Testament,Genesis 26:8,35
702,Old Testament,Genesis 26:9,35
703,Old Testament,Genesis 26:10,30
704,Old Testament,Genesis 26:11,21
705,Old Testament,Genesis 26:12,19
706,Old Testament,Genesis 26:13,15
707,Old Testament,Genesis 26:14,20
708,Old Testament,Genesis 26:15,27
709,Old Testament,Genesis 26:16,15
710,Old Testament,Genesis 26:17,16
711,Old Testament,Genesis 26:18,45
712,Old Testament,Genesis 26:19,15
713,Old Testament,Genesis 26:20,29
714,Old Testament,Genesis 26:21,18
715,Old Testament,Genesis 26:22,43
716,Old Testament,Genesis 26:23,8
717,Old Testament,Genesis 26:24,39
718,Old Testament,Genesis 26:25,26
719,Old Testament,Genesis 26:26,21
720,Old Testament,Genesis 26:27,21
721,Old Testament,Genesis 26:28,36
722,Old Testament,Genesis 26:29,38
723,Old Testament,Genesis 26:30,12
724,Old Testament,Genesis 26:31,25
725,Old Testament,Genesis 26:32,30
726,Old Testament,Genesis 26:33,16
727,Old Testament,Genesis 26:34,26
728,Old Testament,Genesis 26:35,11
729,Old Testament,Genesis 27:1,42
730,Old Testament,Genesis 27:2,16
731,Old Testament,Genesis 27:3,24
732,Old Testament,Genesis 27:4,27
733,Old Testament,Genesis 27:5,24
734,Old Testament,Genesis 27:6,19
